zip,cbsa,geo_name,rpp
17309,49620,"York-Hanover, PA ",95.9
17310,23900,"Gettysburg, PA ",95.6
17311,49620,"York-Hanover, PA ",95.9
17312,49620,"York-Hanover, PA ",95.9
17313,49620,"York-Hanover, PA ",95.9
17314,49620,"York-Hanover, PA ",95.9
17314,29540,"Lancaster, PA ",98.1
17315,49620,"York-Hanover, PA ",95.9
17316,49620,"York-Hanover, PA ",95.9
17316,23900,"Gettysburg, PA ",95.6
17317,49620,"York-Hanover, PA ",95.9
17318,49620,"York-Hanover, PA ",95.9
17319,49620,"York-Hanover, PA ",95.9
17320,23900,"Gettysburg, PA ",95.6
17321,49620,"York-Hanover, PA ",95.9
17322,49620,"York-Hanover, PA ",95.9
17323,49620,"York-Hanover, PA ",95.9
17324,25420,"Harrisburg-Carlisle, PA ",95.9
17324,23900,"Gettysburg, PA ",95.6
17325,23900,"Gettysburg, PA ",95.6
17327,49620,"York-Hanover, PA ",95.9
17329,49620,"York-Hanover, PA ",95.9
17331,49620,"York-Hanover, PA ",95.9
17331,23900,"Gettysburg, PA ",95.6
17337,23900,"Gettysburg, PA ",95.6
17339,49620,"York-Hanover, PA ",95.9
17340,23900,"Gettysburg, PA ",95.6
17342,49620,"York-Hanover, PA ",95.9
17343,23900,"Gettysburg, PA ",95.6
17344,23900,"Gettysburg, PA ",95.6
17345,49620,"York-Hanover, PA ",95.9
17347,49620,"York-Hanover, PA ",95.9
17349,49620,"York-Hanover, PA ",95.9
17350,23900,"Gettysburg, PA ",95.6
17352,49620,"York-Hanover, PA ",95.9
17353,23900,"Gettysburg, PA ",95.6
17355,49620,"York-Hanover, PA ",95.9
17356,49620,"York-Hanover, PA ",95.9
17358,49620,"York-Hanover, PA ",95.9
17360,49620,"York-Hanover, PA ",95.9
17361,49620,"York-Hanover, PA ",95.9
17362,49620,"York-Hanover, PA ",95.9
17363,49620,"York-Hanover, PA ",95.9
17364,49620,"York-Hanover, PA ",95.9
17365,49620,"York-Hanover, PA ",95.9
17366,49620,"York-Hanover, PA ",95.9
17368,49620,"York-Hanover, PA ",95.9
17370,49620,"York-Hanover, PA ",95.9
17371,49620,"York-Hanover, PA ",95.9
17372,49620,"York-Hanover, PA ",95.9
17372,23900,"Gettysburg, PA ",95.6
17375,23900,"Gettysburg, PA ",95.6
17401,49620,"York-Hanover, PA ",95.9
17402,49620,"York-Hanover, PA ",95.9
17403,49620,"York-Hanover, PA ",95.9
17404,49620,"York-Hanover, PA ",95.9
17405,49620,"York-Hanover, PA ",95.9
17406,49620,"York-Hanover, PA ",95.9
17407,49620,"York-Hanover, PA ",95.9
17408,49620,"York-Hanover, PA ",95.9
17501,29540,"Lancaster, PA ",98.1
17502,29540,"Lancaster, PA ",98.1
17503,29540,"Lancaster, PA ",98.1
17504,29540,"Lancaster, PA ",98.1
17505,29540,"Lancaster, PA ",98.1
17506,29540,"Lancaster, PA ",98.1
17507,29540,"Lancaster, PA ",98.1
17508,29540,"Lancaster, PA ",98.1
17509,29540,"Lancaster, PA ",98.1
17512,29540,"Lancaster, PA ",98.1
17516,29540,"Lancaster, PA ",98.1
17517,29540,"Lancaster, PA ",98.1
17518,29540,"Lancaster, PA ",98.1
17519,29540,"Lancaster, PA ",98.1
17520,29540,"Lancaster, PA ",98.1
17521,29540,"Lancaster, PA ",98.1
17522,29540,"Lancaster, PA ",98.1
17527,29540,"Lancaster, PA ",98.1
17527,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD ",105.3
17528,29540,"Lancaster, PA ",98.1
17529,29540,"Lancaster, PA ",98.1
17532,29540,"Lancaster, PA ",98.1
17533,29540,"Lancaster, PA ",98.1
17534,29540,"Lancaster, PA ",98.1
17535,29540,"Lancaster, PA ",98.1
17536,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD ",105.3
17536,29540,"Lancaster, PA ",98.1
17537,29540,"Lancaster, PA ",98.1
17538,29540,"Lancaster, PA ",98.1
17540,29540,"Lancaster, PA ",98.1
17543,29540,"Lancaster, PA ",98.1
17545,30140,"Lebanon, PA ",95.7
17545,29540,"Lancaster, PA ",98.1
17547,29540,"Lancaster, PA ",98.1
17550,29540,"Lancaster, PA ",98.1
17551,29540,"Lancaster, PA ",98.1
17552,29540,"Lancaster, PA ",98.1
17554,29540,"Lancaster, PA ",98.1
17555,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD ",105.3
17555,29540,"Lancaster, PA ",98.1
17555,39740,"Reading, PA ",95.6
17557,29540,"Lancaster, PA ",98.1
17560,29540,"Lancaster, PA ",98.1
17562,29540,"Lancaster, PA ",98.1
17563,29540,"Lancaster, PA ",98.1
17564,29540,"Lancaster, PA ",98.1
17565,29540,"Lancaster, PA ",98.1
17566,29540,"Lancaster, PA ",98.1
17567,29540,"Lancaster, PA ",98.1
17568,29540,"Lancaster, PA ",98.1
17569,39740,"Reading, PA ",95.6
17569,29540,"Lancaster, PA ",98.1
17570,29540,"Lancaster, PA ",98.1
17572,29540,"Lancaster, PA ",98.1
17575,29540,"Lancaster, PA ",98.1
17576,29540,"Lancaster, PA ",98.1
17578,29540,"Lancaster, PA ",98.1
17579,29540,"Lancaster, PA ",98.1
17580,29540,"Lancaster, PA ",98.1
17581,29540,"Lancaster, PA ",98.1
17582,29540,"Lancaster, PA ",98.1
17584,29540,"Lancaster, PA ",98.1
17585,29540,"Lancaster, PA ",98.1
17601,29540,"Lancaster, PA ",98.1
17602,29540,"Lancaster, PA ",98.1
17603,29540,"Lancaster, PA ",98.1
17604,29540,"Lancaster, PA ",98.1
17605,29540,"Lancaster, PA ",98.1
17608,29540,"Lancaster, PA ",98.1
17699,29540,"Lancaster, PA ",98.1
17701,48700,"Williamsport, PA ",92
17701,99999,NA,NA
17702,48700,"Williamsport, PA ",92
17703,48700,"Williamsport, PA ",92
17705,48700,"Williamsport, PA ",92
17720,48700,"Williamsport, PA ",92
17721,48700,"Williamsport, PA ",92
17721,30820,NA,NA
17723,48700,"Williamsport, PA ",92
17724,48700,"Williamsport, PA ",92
17724,42380,NA,NA
17724,99999,NA,NA
17726,30820,NA,NA
17727,48700,"Williamsport, PA ",92
17727,99999,NA,NA
17728,48700,"Williamsport, PA ",92
17729,99999,NA,NA
17729,30820,NA,NA
17730,44980,NA,NA
17731,99999,NA,NA
17735,42380,NA,NA
17737,48700,"Williamsport, PA ",92
17739,48700,"Williamsport, PA ",92
17740,30820,NA,NA
17740,48700,"Williamsport, PA ",92
17742,48700,"Williamsport, PA ",92
17744,48700,"Williamsport, PA ",92
17745,30820,NA,NA
17745,48700,"Williamsport, PA ",92
17747,48700,"Williamsport, PA ",92
17747,30820,NA,NA
17748,30820,NA,NA
17749,44980,NA,NA
17750,30820,NA,NA
17751,30820,NA,NA
17752,48700,"Williamsport, PA ",92
17754,48700,"Williamsport, PA ",92
17756,44980,NA,NA
17756,14100,"Bloomsburg-Berwick, PA ",92.5
17756,48700,"Williamsport, PA ",92
17758,99999,NA,NA
17758,48700,"Williamsport, PA ",92
17760,30820,NA,NA
17762,48700,"Williamsport, PA ",92
17763,48700,"Williamsport, PA ",92
17764,30820,NA,NA
17765,99999,NA,NA
17765,48700,"Williamsport, PA ",92
17765,42380,NA,NA
17768,99999,NA,NA
17769,48700,"Williamsport, PA ",92
17771,48700,"Williamsport, PA ",92
17772,44980,NA,NA
17772,14100,"Bloomsburg-Berwick, PA ",92.5
17772,48700,"Williamsport, PA ",92
17774,14100,"Bloomsburg-Berwick, PA ",92.5
17774,48700,"Williamsport, PA ",92
17776,48700,"Williamsport, PA ",92
17777,44980,NA,NA
17777,14100,"Bloomsburg-Berwick, PA ",92.5
17778,30820,NA,NA
17779,30820,NA,NA
17801,44980,NA,NA
17810,48700,"Williamsport, PA ",92
17810,30260,NA,NA
17812,42780,NA,NA
17813,42780,NA,NA
17814,14100,"Bloomsburg-Berwick, PA ",92.5
17814,99999,NA,NA
17814,48700,"Williamsport, PA ",92
17814,42540,"Scranton--Wilkes-Barre, PA ",91.5
17815,14100,"Bloomsburg-Berwick, PA ",92.5
17815,42540,"Scranton--Wilkes-Barre, PA ",91.5
17820,44980,NA,NA
17820,14100,"Bloomsburg-Berwick, PA ",92.5
17821,14100,"Bloomsburg-Berwick, PA ",92.5
17821,44980,NA,NA
17822,14100,"Bloomsburg-Berwick, PA ",92.5
17823,39060,NA,NA
17823,44980,NA,NA
17824,14100,"Bloomsburg-Berwick, PA ",92.5
17824,44980,NA,NA
17827,42780,NA,NA
17829,30260,NA,NA
17830,44980,NA,NA
17831,42780,NA,NA
17832,44980,NA,NA
17833,42780,NA,NA
17834,44980,NA,NA
17835,30260,NA,NA
17836,44980,NA,NA
17837,30260,NA,NA
17840,44980,NA,NA
17841,42780,NA,NA
17841,30380,NA,NA
17841,30260,NA,NA
17842,42780,NA,NA
17843,42780,NA,NA
17844,30260,NA,NA
17844,42780,NA,NA
17845,30260,NA,NA
17846,14100,"Bloomsburg-Berwick, PA ",92.5
17846,48700,"Williamsport, PA ",92
17847,44980,NA,NA
17847,14100,"Bloomsburg-Berwick, PA ",92.5
17850,44980,NA,NA
17851,44980,NA,NA
17853,42780,NA,NA
17853,99999,NA,NA
17855,30260,NA,NA
17856,30260,NA,NA
17857,44980,NA,NA
17858,14100,"Bloomsburg-Berwick, PA ",92.5
17859,14100,"Bloomsburg-Berwick, PA ",92.5
17860,44980,NA,NA
17861,42780,NA,NA
17862,42780,NA,NA
17864,42780,NA,NA
17865,44980,NA,NA
17866,44980,NA,NA
17867,44980,NA,NA
17868,44980,NA,NA
17870,42780,NA,NA
17870,30260,NA,NA
17872,44980,NA,NA
17876,42780,NA,NA
17877,44980,NA,NA
17878,14100,"Bloomsburg-Berwick, PA ",92.5
17878,42540,"Scranton--Wilkes-Barre, PA ",91.5
17880,30260,NA,NA
17881,44980,NA,NA
17882,42780,NA,NA
17884,14100,"Bloomsburg-Berwick, PA ",92.5
17885,30260,NA,NA
17886,30260,NA,NA
17887,30260,NA,NA
17888,14100,"Bloomsburg-Berwick, PA ",92.5
17889,30260,NA,NA
17889,42780,NA,NA
17901,39060,NA,NA
17920,14100,"Bloomsburg-Berwick, PA ",92.5
17921,14100,"Bloomsburg-Berwick, PA ",92.5
17921,39060,NA,NA
17922,39060,NA,NA
17923,39060,NA,NA
17925,39060,NA,NA
17929,39060,NA,NA
17930,39060,NA,NA
17931,39060,NA,NA
17932,39060,NA,NA
17933,39060,NA,NA
17934,39060,NA,NA
17935,39060,NA,NA
17936,39060,NA,NA
17938,39060,NA,NA
17941,39060,NA,NA
17941,44980,NA,NA
17943,39060,NA,NA
17944,39060,NA,NA
17945,39060,NA,NA
17946,39060,NA,NA
17948,39060,NA,NA
17949,39060,NA,NA
17951,39060,NA,NA
17952,39060,NA,NA
17953,39060,NA,NA
17954,39060,NA,NA
17957,39060,NA,NA
17959,39060,NA,NA
17960,39060,NA,NA
17961,39060,NA,NA
17963,39060,NA,NA
17963,30140,"Lebanon, PA ",95.7
17964,44980,NA,NA
17964,39060,NA,NA
17965,39060,NA,NA
17966,39060,NA,NA
17967,39060,NA,NA
17967,14100,"Bloomsburg-Berwick, PA ",92.5
17968,39060,NA,NA
17970,39060,NA,NA
17972,39060,NA,NA
17974,39060,NA,NA
17976,39060,NA,NA
17978,25420,"Harrisburg-Carlisle, PA ",95.9
17978,39060,NA,NA
17979,39060,NA,NA
17980,39060,NA,NA
17980,25420,"Harrisburg-Carlisle, PA ",95.9
17981,39060,NA,NA
17982,39060,NA,NA
17983,39060,NA,NA
17985,39060,NA,NA
17985,14100,"Bloomsburg-Berwick, PA ",92.5
18002,10900,"Allentown-Bethlehem-Easton, PA-NJ ",98.6
18011,39740,"Reading, PA ",95.6
18011,10900,"Allentown-Bethlehem-Easton, PA-NJ ",98.6
18012,10900,"Allentown-Bethlehem-Easton, PA-NJ ",98.6
18013,10900,"Allentown-Bethlehem-Easton, PA-NJ ",98.6
18014,10900,"Allentown-Bethlehem-Easton, PA-NJ ",98.6
18015,10900,"Allentown-Bethlehem-Easton, PA-NJ ",98.6
18016,10900,"Allentown-Bethlehem-Easton, PA-NJ ",98.6
18017,10900,"Allentown-Bethlehem-Easton, PA-NJ ",98.6
18018,10900,"Allentown-Bethlehem-Easton, PA-NJ ",98.6
18020,10900,"Allentown-Bethlehem-Easton, PA-NJ ",98.6
18030,10900,"Allentown-Bethlehem-Easton, PA-NJ ",98.6
18031,39740,"Reading, PA ",95.6
18031,10900,"Allentown-Bethlehem-Easton, PA-NJ ",98.6
18032,10900,"Allentown-Bethlehem-Easton, PA-NJ ",98.6
18034,10900,"Allentown-Bethlehem-Easton, PA-NJ ",98.6
18035,10900,"Allentown-Bethlehem-Easton, PA-NJ ",98.6
18036,10900,"Allentown-Bethlehem-Easton, PA-NJ ",98.6
18036,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD ",105.3
18037,10900,"Allentown-Bethlehem-Easton, PA-NJ ",98.6
18038,10900,"Allentown-Bethlehem-Easton, PA-NJ ",98.6
18039,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD ",105.3
18040,10900,"Allentown-Bethlehem-Easton, PA-NJ ",98.6
18041,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD ",105.3
18041,10900,"Allentown-Bethlehem-Easton, PA-NJ ",98.6
18041,39740,"Reading, PA ",95.6
18042,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD ",105.3
18042,10900,"Allentown-Bethlehem-Easton, PA-NJ ",98.6
18043,10900,"Allentown-Bethlehem-Easton, PA-NJ ",98.6
18044,10900,"Allentown-Bethlehem-Easton, PA-NJ ",98.6
18045,10900,"Allentown-Bethlehem-Easton, PA-NJ ",98.6
18046,10900,"Allentown-Bethlehem-Easton, PA-NJ ",98.6
18049,10900,"Allentown-Bethlehem-Easton, PA-NJ ",98.6
18051,10900,"Allentown-Bethlehem-Easton, PA-NJ ",98.6
18052,10900,"Allentown-Bethlehem-Easton, PA-NJ ",98.6
18053,10900,"Allentown-Bethlehem-Easton, PA-NJ ",98.6
18054,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD ",105.3
18055,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD ",105.3
18055,10900,"Allentown-Bethlehem-Easton, PA-NJ ",98.6
18056,39740,"Reading, PA ",95.6
18058,10900,"Allentown-Bethlehem-Easton, PA-NJ ",98.6
18058,20700,"East Stroudsburg, PA ",98.4
18059,10900,"Allentown-Bethlehem-Easton, PA-NJ ",98.6
18060,10900,"Allentown-Bethlehem-Easton, PA-NJ ",98.6
18062,39740,"Reading, PA ",95.6
18062,10900,"Allentown-Bethlehem-Easton, PA-NJ ",98.6
18063,10900,"Allentown-Bethlehem-Easton, PA-NJ ",98.6
18064,10900,"Allentown-Bethlehem-Easton, PA-NJ ",98.6
18065,10900,"Allentown-Bethlehem-Easton, PA-NJ ",98.6
18066,10900,"Allentown-Bethlehem-Easton, PA-NJ ",98.6
18067,10900,"Allentown-Bethlehem-Easton, PA-NJ ",98.6
18068,10900,"Allentown-Bethlehem-Easton, PA-NJ ",98.6
18069,10900,"Allentown-Bethlehem-Easton, PA-NJ ",98.6
18070,39740,"Reading, PA ",95.6
18070,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD ",105.3
18071,20700,"East Stroudsburg, PA ",98.4
18071,10900,"Allentown-Bethlehem-Easton, PA-NJ ",98.6
18072,10900,"Allentown-Bethlehem-Easton, PA-NJ ",98.6
18073,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD ",105.3
18074,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD ",105.3
18076,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD ",105.3
18077,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD ",105.3
18077,10900,"Allentown-Bethlehem-Easton, PA-NJ ",98.6
18078,10900,"Allentown-Bethlehem-Easton, PA-NJ ",98.6
18079,10900,"Allentown-Bethlehem-Easton, PA-NJ ",98.6
18080,10900,"Allentown-Bethlehem-Easton, PA-NJ ",98.6
18081,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD ",105.3
18083,10900,"Allentown-Bethlehem-Easton, PA-NJ ",98.6
18084,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD ",105.3
18085,10900,"Allentown-Bethlehem-Easton, PA-NJ ",98.6
18086,10900,"Allentown-Bethlehem-Easton, PA-NJ ",98.6
18087,10900,"Allentown-Bethlehem-Easton, PA-NJ ",98.6
18088,10900,"Allentown-Bethlehem-Easton, PA-NJ ",98.6
18091,10900,"Allentown-Bethlehem-Easton, PA-NJ ",98.6
18092,39740,"Reading, PA ",95.6
18092,10900,"Allentown-Bethlehem-Easton, PA-NJ ",98.6
18101,10900,"Allentown-Bethlehem-Easton, PA-NJ ",98.6
18102,10900,"Allentown-Bethlehem-Easton, PA-NJ ",98.6
18103,10900,"Allentown-Bethlehem-Easton, PA-NJ ",98.6
18104,10900,"Allentown-Bethlehem-Easton, PA-NJ ",98.6
18105,10900,"Allentown-Bethlehem-Easton, PA-NJ ",98.6
18106,10900,"Allentown-Bethlehem-Easton, PA-NJ ",98.6
18109,10900,"Allentown-Bethlehem-Easton, PA-NJ ",98.6
18195,10900,"Allentown-Bethlehem-Easton, PA-NJ ",98.6
18201,10900,"Allentown-Bethlehem-Easton, PA-NJ ",98.6
18201,42540,"Scranton--Wilkes-Barre, PA ",91.5
18202,39060,NA,NA
18202,42540,"Scranton--Wilkes-Barre, PA ",91.5
18210,10900,"Allentown-Bethlehem-Easton, PA-NJ ",98.6
18210,20700,"East Stroudsburg, PA ",98.4
18211,39060,NA,NA
18211,10900,"Allentown-Bethlehem-Easton, PA-NJ ",98.6
18212,10900,"Allentown-Bethlehem-Easton, PA-NJ ",98.6
18214,39060,NA,NA
18216,10900,"Allentown-Bethlehem-Easton, PA-NJ ",98.6
18216,42540,"Scranton--Wilkes-Barre, PA ",91.5
18218,39060,NA,NA
18219,42540,"Scranton--Wilkes-Barre, PA ",91.5
18220,39060,NA,NA
18221,42540,"Scranton--Wilkes-Barre, PA ",91.5
18222,42540,"Scranton--Wilkes-Barre, PA ",91.5
18223,42540,"Scranton--Wilkes-Barre, PA ",91.5
18224,42540,"Scranton--Wilkes-Barre, PA ",91.5
18224,10900,"Allentown-Bethlehem-Easton, PA-NJ ",98.6
18225,42540,"Scranton--Wilkes-Barre, PA ",91.5
18229,10900,"Allentown-Bethlehem-Easton, PA-NJ ",98.6
18230,10900,"Allentown-Bethlehem-Easton, PA-NJ ",98.6
18231,39060,NA,NA
18232,10900,"Allentown-Bethlehem-Easton, PA-NJ ",98.6
18234,42540,"Scranton--Wilkes-Barre, PA ",91.5
18235,10900,"Allentown-Bethlehem-Easton, PA-NJ ",98.6
18237,10900,"Allentown-Bethlehem-Easton, PA-NJ ",98.6
18237,39060,NA,NA
18239,42540,"Scranton--Wilkes-Barre, PA ",91.5
18240,39060,NA,NA
18240,10900,"Allentown-Bethlehem-Easton, PA-NJ ",98.6
18241,39060,NA,NA
18242,39060,NA,NA
18244,10900,"Allentown-Bethlehem-Easton, PA-NJ ",98.6
18245,39060,NA,NA
18246,42540,"Scranton--Wilkes-Barre, PA ",91.5
18247,42540,"Scranton--Wilkes-Barre, PA ",91.5
18248,39060,NA,NA
18249,42540,"Scranton--Wilkes-Barre, PA ",91.5
18250,10900,"Allentown-Bethlehem-Easton, PA-NJ ",98.6
18251,42540,"Scranton--Wilkes-Barre, PA ",91.5
18252,10900,"Allentown-Bethlehem-Easton, PA-NJ ",98.6
18252,39060,NA,NA
18254,10900,"Allentown-Bethlehem-Easton, PA-NJ ",98.6
18255,42540,"Scranton--Wilkes-Barre, PA ",91.5
18255,10900,"Allentown-Bethlehem-Easton, PA-NJ ",98.6
18256,42540,"Scranton--Wilkes-Barre, PA ",91.5
18301,20700,"East Stroudsburg, PA ",98.4
18302,20700,"East Stroudsburg, PA ",98.4
18302,35620,"New York-Newark-Jersey City, NY-NJ-PA ",125.7
18320,20700,"East Stroudsburg, PA ",98.4
18321,20700,"East Stroudsburg, PA ",98.4
18322,20700,"East Stroudsburg, PA ",98.4
18323,20700,"East Stroudsburg, PA ",98.4
18324,35620,"New York-Newark-Jersey City, NY-NJ-PA ",125.7
18324,20700,"East Stroudsburg, PA ",98.4
18325,35620,"New York-Newark-Jersey City, NY-NJ-PA ",125.7
18325,20700,"East Stroudsburg, PA ",98.4
18326,20700,"East Stroudsburg, PA ",98.4
18326,35620,"New York-Newark-Jersey City, NY-NJ-PA ",125.7
18327,20700,"East Stroudsburg, PA ",98.4
18328,35620,"New York-Newark-Jersey City, NY-NJ-PA ",125.7
18328,20700,"East Stroudsburg, PA ",98.4
18330,20700,"East Stroudsburg, PA ",98.4
18331,20700,"East Stroudsburg, PA ",98.4
18332,20700,"East Stroudsburg, PA ",98.4
18333,20700,"East Stroudsburg, PA ",98.4
18333,10900,"Allentown-Bethlehem-Easton, PA-NJ ",98.6
18334,20700,"East Stroudsburg, PA ",98.4
18335,20700,"East Stroudsburg, PA ",98.4
18336,35620,"New York-Newark-Jersey City, NY-NJ-PA ",125.7
18337,35620,"New York-Newark-Jersey City, NY-NJ-PA ",125.7
18340,35620,"New York-Newark-Jersey City, NY-NJ-PA ",125.7
18341,20700,"East Stroudsburg, PA ",98.4
18342,20700,"East Stroudsburg, PA ",98.4
18343,10900,"Allentown-Bethlehem-Easton, PA-NJ ",98.6
18344,20700,"East Stroudsburg, PA ",98.4
18346,20700,"East Stroudsburg, PA ",98.4
18347,20700,"East Stroudsburg, PA ",98.4
18348,20700,"East Stroudsburg, PA ",98.4
18349,20700,"East Stroudsburg, PA ",98.4
18350,20700,"East Stroudsburg, PA ",98.4
18351,10900,"Allentown-Bethlehem-Easton, PA-NJ ",98.6
18352,20700,"East Stroudsburg, PA ",98.4
18353,20700,"East Stroudsburg, PA ",98.4
18354,20700,"East Stroudsburg, PA ",98.4
18355,20700,"East Stroudsburg, PA ",98.4
18356,20700,"East Stroudsburg, PA ",98.4
18357,20700,"East Stroudsburg, PA ",98.4
18360,20700,"East Stroudsburg, PA ",98.4
18370,20700,"East Stroudsburg, PA ",98.4
18371,35620,"New York-Newark-Jersey City, NY-NJ-PA ",125.7
18372,20700,"East Stroudsburg, PA ",98.4
18403,42540,"Scranton--Wilkes-Barre, PA ",91.5
18405,99999,NA,NA
18405,35620,"New York-Newark-Jersey City, NY-NJ-PA ",125.7
18407,99999,NA,NA
18407,42540,"Scranton--Wilkes-Barre, PA ",91.5
18410,42540,"Scranton--Wilkes-Barre, PA ",91.5
18411,42540,"Scranton--Wilkes-Barre, PA ",91.5
18413,99999,NA,NA
18414,42540,"Scranton--Wilkes-Barre, PA ",91.5
18415,99999,NA,NA
18416,42540,"Scranton--Wilkes-Barre, PA ",91.5
18417,99999,NA,NA
18419,99999,NA,NA
18419,42540,"Scranton--Wilkes-Barre, PA ",91.5
18420,42540,"Scranton--Wilkes-Barre, PA ",91.5
18421,99999,NA,NA
18421,42540,"Scranton--Wilkes-Barre, PA ",91.5
18424,20700,"East Stroudsburg, PA ",98.4
18424,42540,"Scranton--Wilkes-Barre, PA ",91.5
18424,99999,NA,NA
18425,35620,"New York-Newark-Jersey City, NY-NJ-PA ",125.7
18426,35620,"New York-Newark-Jersey City, NY-NJ-PA ",125.7
18426,99999,NA,NA
18427,99999,NA,NA
18428,99999,NA,NA
18428,35620,"New York-Newark-Jersey City, NY-NJ-PA ",125.7
18430,99999,NA,NA
18431,99999,NA,NA
18433,42540,"Scranton--Wilkes-Barre, PA ",91.5
18434,42540,"Scranton--Wilkes-Barre, PA ",91.5
18434,99999,NA,NA
18435,35620,"New York-Newark-Jersey City, NY-NJ-PA ",125.7
18436,99999,NA,NA
18436,42540,"Scranton--Wilkes-Barre, PA ",91.5
18437,99999,NA,NA
18438,99999,NA,NA
18439,99999,NA,NA
18440,42540,"Scranton--Wilkes-Barre, PA ",91.5
18441,99999,NA,NA
18443,99999,NA,NA
18444,99999,NA,NA
18444,42540,"Scranton--Wilkes-Barre, PA ",91.5
18445,99999,NA,NA
18445,35620,"New York-Newark-Jersey City, NY-NJ-PA ",125.7
18446,99999,NA,NA
18446,42540,"Scranton--Wilkes-Barre, PA ",91.5
18447,42540,"Scranton--Wilkes-Barre, PA ",91.5
18448,42540,"Scranton--Wilkes-Barre, PA ",91.5
18449,99999,NA,NA
18451,35620,"New York-Newark-Jersey City, NY-NJ-PA ",125.7
18452,42540,"Scranton--Wilkes-Barre, PA ",91.5
18453,99999,NA,NA
18454,99999,NA,NA
18455,99999,NA,NA
18456,99999,NA,NA
18457,35620,"New York-Newark-Jersey City, NY-NJ-PA ",125.7
18458,35620,"New York-Newark-Jersey City, NY-NJ-PA ",125.7
18459,99999,NA,NA
18460,99999,NA,NA
18461,99999,NA,NA
18462,99999,NA,NA
18463,99999,NA,NA
18464,35620,"New York-Newark-Jersey City, NY-NJ-PA ",125.7
18465,99999,NA,NA
18466,99999,NA,NA
18466,20700,"East Stroudsburg, PA ",98.4
18469,99999,NA,NA
18470,99999,NA,NA
18471,42540,"Scranton--Wilkes-Barre, PA ",91.5
18472,99999,NA,NA
18472,42540,"Scranton--Wilkes-Barre, PA ",91.5
18473,99999,NA,NA
18501,42540,"Scranton--Wilkes-Barre, PA ",91.5
18503,42540,"Scranton--Wilkes-Barre, PA ",91.5
18504,42540,"Scranton--Wilkes-Barre, PA ",91.5
18505,42540,"Scranton--Wilkes-Barre, PA ",91.5
18507,42540,"Scranton--Wilkes-Barre, PA ",91.5
18508,42540,"Scranton--Wilkes-Barre, PA ",91.5
18509,42540,"Scranton--Wilkes-Barre, PA ",91.5
18510,42540,"Scranton--Wilkes-Barre, PA ",91.5
18512,42540,"Scranton--Wilkes-Barre, PA ",91.5
18515,42540,"Scranton--Wilkes-Barre, PA ",91.5
18517,42540,"Scranton--Wilkes-Barre, PA ",91.5
18518,42540,"Scranton--Wilkes-Barre, PA ",91.5
18519,42540,"Scranton--Wilkes-Barre, PA ",91.5
18540,42540,"Scranton--Wilkes-Barre, PA ",91.5
18601,42540,"Scranton--Wilkes-Barre, PA ",91.5
18602,42540,"Scranton--Wilkes-Barre, PA ",91.5
18603,42540,"Scranton--Wilkes-Barre, PA ",91.5
18603,14100,"Bloomsburg-Berwick, PA ",92.5
18610,42540,"Scranton--Wilkes-Barre, PA ",91.5
18610,20700,"East Stroudsburg, PA ",98.4
18611,42540,"Scranton--Wilkes-Barre, PA ",91.5
18612,42540,"Scranton--Wilkes-Barre, PA ",91.5
18614,99999,NA,NA
18614,42540,"Scranton--Wilkes-Barre, PA ",91.5
18614,42380,NA,NA
18615,42540,"Scranton--Wilkes-Barre, PA ",91.5
18616,99999,NA,NA
18616,42380,NA,NA
18617,42540,"Scranton--Wilkes-Barre, PA ",91.5
18618,42540,"Scranton--Wilkes-Barre, PA ",91.5
18619,99999,NA,NA
18621,42540,"Scranton--Wilkes-Barre, PA ",91.5
18622,42540,"Scranton--Wilkes-Barre, PA ",91.5
18623,99999,NA,NA
18623,42380,NA,NA
18623,42540,"Scranton--Wilkes-Barre, PA ",91.5
18624,10900,"Allentown-Bethlehem-Easton, PA-NJ ",98.6
18625,42540,"Scranton--Wilkes-Barre, PA ",91.5
18626,99999,NA,NA
18627,42540,"Scranton--Wilkes-Barre, PA ",91.5
18628,99999,NA,NA
18629,42540,"Scranton--Wilkes-Barre, PA ",91.5
18629,99999,NA,NA
18630,42540,"Scranton--Wilkes-Barre, PA ",91.5
18630,99999,NA,NA
18631,14100,"Bloomsburg-Berwick, PA ",92.5
18632,99999,NA,NA
18634,42540,"Scranton--Wilkes-Barre, PA ",91.5
